WigleWifi-1.4,appRelease=v1.4.1,model=ESP32 Marauder,release=v1.4.1,device=ESP32 Marauder,display=SPI TFT,board=ESP32 Marauder,brand=JustCallMeKoko
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
FC:5C:45:B9:AD:58,Beck_Resident_WiFi_1-138,[WPA2_PSK],2025-5-6 11:59:15,1,-83,30.4414101,-97.6920090,222.30,1.50,WIFI
5C:FA:25:D1:3D:12,SpectrumSetup-0C,[WPA2_PSK],2025-5-6 11:59:15,1,-86,30.4414101,-97.6920090,222.30,1.50,WIFI
FC:5C:45:3A:BF:68,Beck_Guest_WiFi,[WPA2_PSK],2025-5-6 11:59:15,1,-87,30.4414101,-97.6920090,222.30,1.50,WIFI
C8:08:73:35:A1:38,Beck_Guest_WiFi,[WPA2_PSK],2025-5-6 11:59:18,4,-84,30.4415359,-97.6914062,222.00,1.50,WIFI
54:EC:2F:27:D3:38,Beck_Guest_WiFi,[WPA2_PSK],2025-5-6 11:59:20,6,-66,30.4415722,-97.6909943,222.50,1.50,WIFI
54:EC:2F:67:D3:38,Beck_Staff_WiFi,[WPA2_PSK],2025-5-6 11:59:20,6,-67,30.4415722,-97.6909943,222.50,1.50,WIFI
06:0E:3C:58:B8:B8,DIRECT-B8-HP ENVY 5000 series,[WPA2_PSK],2025-5-6 11:59:20,6,-79,30.4415722,-97.6909943,222.50,1.50,WIFI
C8:08:73:75:A5:78,,[WPA2_PSK],2025-5-6 11:59:20,6,-85,30.4415722,-97.6909943,222.50,1.50,WIFI
C8:08:73:B5:A5:78,Beck_Resident_WiFi_1-126,[WPA2_PSK],2025-5-6 11:59:20,6,-85,30.4415722,-97.6909943,222.50,1.50,WIFI
70:58:A4:F2:0B:79,Returners,[WPA2_PSK],2025-5-6 11:59:20,6,-85,30.4415722,-97.6909943,222.50,1.50,WIFI
C8:08:73:35:A5:78,Beck_Guest_WiFi,[WPA2_PSK],2025-5-6 11:59:20,6,-87,30.4415722,-97.6909943,222.50,1.50,WIFI
C8:08:73:0D:AC:18,Beck_Guest_WiFi,[WPA2_PSK],2025-5-6 11:59:25,11,-79,30.4415741,-97.6899261,224.70,1.50,WIFI
C8:08:73:4D:AC:18,Beck_Staff_WiFi,[WPA2_PSK],2025-5-6 11:59:25,11,-80,30.4415741,-97.6899261,224.70,1.50,WIFI
C8:08:73:8D:AC:18,Beck_Resident_WiFi_24-2438,[WPA2_PSK],2025-5-6 11:59:25,11,-80,30.4415741,-97.6899261,224.70,1.50,WIFI
C8:08:73:0D:B1:48,Beck_Guest_WiFi,[WPA2_PSK],2025-5-6 11:59:25,11,-84,30.4415741,-97.6899261,224.70,1.50,WIFI
C8:08:73:4D:B1:48,Beck_Staff_WiFi,[WPA2_PSK],2025-5-6 11:59:25,11,-84,30.4415741,-97.6899261,224.70,1.50,WIFI
C8:08:73:8D:B1:48,Beck_Resident_WiFi_25-2512,[WPA2_PSK],2025-5-6 11:59:25,11,-85,30.4415741,-97.6899261,224.70,1.50,WIFI
B4:79:C8:4B:31:98,Beck_Staff_WiFi,[WPA2_PSK],2025-5-6 11:59:25,11,-87,30.4415741,-97.6899261,224.70,1.50,WIFI
B4:79:C8:0B:31:98,Beck_Guest_WiFi,[WPA2_PSK],2025-5-6 11:59:25,11,-88,30.4415741,-97.6899261,224.70,1.50,WIFI
B4:79:C8:8B:31:98,Beck_Resident_WiFi_24-2427,[WPA2_PSK],2025-5-6 11:59:25,11,-88,30.4415741,-97.6899261,224.70,1.50,WIFI
B4:79:C8:8B:25:58,Beck_Resident_WiFi_24-2428,[WPA2_PSK],2025-5-6 11:59:28,1,-84,30.4415398,-97.6893158,226.10,1.50,WIFI
B4:79:C8:0B:25:58,Beck_Guest_WiFi,[WPA2_PSK],2025-5-6 11:59:28,1,-84,30.4415398,-97.6893158,226.10,1.50,WIFI
B4:79:C8:4B:25:58,Beck_Staff_WiFi,[WPA2_PSK],2025-5-6 11:59:28,1,-85,30.4415398,-97.6893158,226.10,1.50,WIFI
70:58:A4:F2:0B:7A,Narshe,[WPA2_PSK],2025-5-6 11:59:33,6,-67,30.4413033,-97.6883621,227.20,1.50,WIFI
90:CA:FA:A7:01:4C,WhyFi?,[WPA2_PSK],2025-5-6 11:59:33,6,-76,30.4413033,-97.6883621,227.20,1.50,WIFI
C8:08:73:33:92:28,Beck_Guest_WiFi,[WPA2_PSK],2025-5-6 11:59:33,6,-82,30.4413033,-97.6883621,227.20,1.50,WIFI
C8:08:73:B3:92:28,Beck_Resident_WiFi_23-2333,[WPA2_PSK],2025-5-6 11:59:33,6,-83,30.4413033,-97.6883621,227.20,1.50,WIFI
C8:08:73:73:92:28,Beck_Staff_WiFi,[WPA2_PSK],2025-5-6 11:59:33,6,-84,30.4413033,-97.6883621,227.20,1.50,WIFI
40:2B:50:94:F5:40,garden-west-ac,[WPA2_PSK],2025-5-6 11:59:34,7,-83,30.4412231,-97.6881943,227.30,1.50,WIFI
58:9B:4A:78:A5:21,YaiYuni,[WPA2_PSK],2025-5-6 11:59:38,11,-79,30.4408493,-97.6875763,227.80,1.50,WIFI
AC:DF:9F:0E:96:F6,JesusLovesYou,[WPA2_WPA3_PSK],2025-5-6 11:59:38,11,-80,30.4408493,-97.6875763,227.80,1.50,WIFI
4C:19:5D:07:23:DE,SpectrumSetup-D8,[WPA2_PSK],2025-5-6 11:59:38,11,-85,30.4408493,-97.6875763,227.80,1.50,WIFI
74:37:5F:A7:18:2B,SpectrumSetup-29,[WPA2_PSK],2025-5-6 11:59:38,11,-91,30.4408493,-97.6875763,227.80,1.50,WIFI
08:7B:12:51:36:F3,SpectrumSetup-ED,[WPA2_PSK],2025-5-6 11:59:41,1,-64,30.4405479,-97.6871338,228.20,1.50,WIFI
74:37:5F:C8:37:27,SpectrumSetup-25,[WPA2_PSK],2025-5-6 11:59:41,1,-75,30.4405479,-97.6871338,228.20,1.50,WIFI
F0:7B:65:5C:5C:55,woottonwifi,[WPA2_PSK],2025-5-6 11:59:41,1,-79,30.4405479,-97.6871338,228.20,1.50,WIFI
DE:CD:2F:D3:CA:06,DIRECT-bO-EPSON-XP-6100 Series,[WPA2_PSK],2025-5-6 11:59:41,1,-88,30.4405479,-97.6871338,228.20,1.50,WIFI
A0:55:1F:54:E5:96,SpectrumSetup-CC,[WPA2_PSK],2025-5-6 11:59:41,1,-89,30.4405479,-97.6871338,228.20,1.50,WIFI
F6:A7:31:61:5F:D6,Arkos,[WPA2_PSK],2025-5-6 11:59:44,4,-85,30.4402180,-97.6867065,228.60,1.50,WIFI
F0:A7:31:61:5F:D6,Akropolis,[WPA2_PSK],2025-5-6 11:59:44,4,-88,30.4402180,-97.6867065,228.60,1.50,WIFI
6C:99:61:E1:71:AE,SpectrumSetup-A8,[WPA2_PSK],2025-5-6 11:59:46,6,-63,30.4399757,-97.6864319,229.10,1.50,WIFI
90:D3:CF:36:B5:FD,DiddysCrib1,[WPA2_PSK],2025-5-6 11:59:46,6,-64,30.4399757,-97.6864319,229.10,1.50,WIFI
F4:52:46:F7:BA:DF,ITFS,[WPA2_PSK],2025-5-6 11:59:46,6,-73,30.4399757,-97.6864319,229.10,1.50,WIFI
2C:67:BE:0E:8B:56,SpectrumSetup-EA17,[WPA2_PSK],2025-5-6 11:59:46,6,-78,30.4399757,-97.6864319,229.10,1.50,WIFI
BC:96:E5:52:07:8A,SpectrumSetup-0786,[WPA2_PSK],2025-5-6 11:59:46,6,-79,30.4399757,-97.6864319,229.10,1.50,WIFI
90:CA:FA:8B:D6:38,duncan,[WPA2_PSK],2025-5-6 11:59:46,6,-80,30.4399757,-97.6864319,229.10,1.50,WIFI
86:EA:ED:47:F5:C3,,[WPA2_PSK],2025-5-6 11:59:46,6,-84,30.4399757,-97.6864319,229.10,1.50,WIFI
90:CA:FA:54:F9:4C,Blue#1Fish#1,[WPA2_PSK],2025-5-6 11:59:46,6,-84,30.4399757,-97.6864319,229.10,1.50,WIFI
70:58:A4:57:33:E9,Anisiae,[WPA2_PSK],2025-5-6 11:59:51,11,-67,30.4393272,-97.6858292,231.00,1.50,WIFI
4C:19:5D:41:65:0B,Miles on it,[WPA2_PSK],2025-5-6 11:59:51,11,-81,30.4393272,-97.6858292,231.00,1.50,WIFI
70:58:A4:D0:4A:39,Anisiae,[WPA2_PSK],2025-5-6 11:59:51,11,-81,30.4393272,-97.6858292,231.00,1.50,WIFI
FC:12:63:F2:B3:3E,Whitehaven Mansions ,[WPA2_PSK],2025-5-6 11:59:51,11,-86,30.4393272,-97.6858292,231.00,1.50,WIFI
F8:5B:3B:9B:CD:A9,SpectrumSetup-AB,[WPA2_PSK],2025-5-6 11:59:51,11,-88,30.4393272,-97.6858292,231.00,1.50,WIFI
A0:7F:8A:48:C9:A5,SpectrumSetup-C99F,[WPA2_PSK],2025-5-6 11:59:51,11,-89,30.4393272,-97.6858292,231.00,1.50,WIFI
FC:12:63:7B:21:7A,AEnema,[WPA2_PSK],2025-5-6 11:59:51,11,-89,30.4393272,-97.6858292,231.00,1.50,WIFI
0C:73:29:DF:D2:C0,SpectrumSetup-BE,[WPA2_PSK],2025-5-6 11:59:54,1,-83,30.4389400,-97.6855850,231.40,1.50,WIFI
94:8F:CF:78:77:A0,ATTPukuli1,[WPA2_PSK],2025-5-6 11:59:56,3,-91,30.4386806,-97.6854324,231.60,1.50,WIFI
F6:A7:31:61:5F:DE,Arkos,[WPA2_PSK],2025-5-6 11:59:57,4,-92,30.4385529,-97.6853638,231.70,1.50,WIFI
48:E2:AD:6E:4A:B4,ATT4JMBSH9,[WPA2_PSK],2025-5-6 11:59:59,6,-69,30.4382915,-97.6852112,231.90,1.50,WIFI
C8:B4:22:03:97:9B,SpectrumSetup-9D,[WPA2_PSK],2025-5-6 11:59:59,6,-74,30.4382915,-97.6852112,231.90,1.50,WIFI
9C:4F:5F:68:78:4B,Soaps Mesh,[WPA2_WPA3_PSK],2025-5-6 11:59:59,6,-77,30.4382915,-97.6852112,231.90,1.50,WIFI
08:95:2A:05:F5:F2,RODRIGUEZ,[WPA2_PSK],2025-5-6 12:0:4,11,-71,30.4376564,-97.6848297,232.30,1.50,WIFI
A2:68:7E:80:87:B2,,[WPA2_PSK],2025-5-6 12:0:4,11,-79,30.4376564,-97.6848297,232.30,1.50,WIFI
A0:68:7E:80:87:B0,ATTy8u5epi,[WPA2_PSK],2025-5-6 12:0:4,11,-81,30.4376564,-97.6848297,232.30,1.50,WIFI
88:DE:7C:C3:64:65,TheCottage,[WPA2_PSK],2025-5-6 12:0:8,1,-73,30.4371777,-97.6845398,232.10,1.50,WIFI
24:E5:0F:D1:43:AC,reedexpress,[WPA2_PSK],2025-5-6 12:0:8,1,-77,30.4371777,-97.6845398,232.10,1.50,WIFI
E2:55:7D:77:84:31,,[WPA2_PSK],2025-5-6 12:0:8,1,-83,30.4371777,-97.6845398,232.10,1.50,WIFI
E2:55:7D:77:84:32,PJ_Guest,[WPA2_PSK],2025-5-6 12:0:8,1,-84,30.4371777,-97.6845398,232.10,1.50,WIFI
4C:60:DE:4C:B0:43,NETGEARTX,[WPA2_PSK],2025-5-6 12:0:8,1,-87,30.4371777,-97.6845398,232.10,1.50,WIFI
34:98:B5:53:BF:60,OneSemiconductor,[WPA2_WPA3_PSK],2025-5-6 12:0:10,3,-71,30.4369621,-97.6843567,231.50,1.50,WIFI
42:98:B5:53:BF:60,OneSemiconductor-IoT,[WPA2_PSK],2025-5-6 12:0:10,3,-73,30.4369621,-97.6843567,231.50,1.50,WIFI
3A:98:B5:53:BF:60,,[WPA2_PSK],2025-5-6 12:0:10,3,-75,30.4369621,-97.6843567,231.50,1.50,WIFI
3A:98:B5:54:12:4B,OneSemiconductor,[WPA2_WPA3_PSK],2025-5-6 12:0:10,3,-86,30.4369621,-97.6843567,231.50,1.50,WIFI
34:98:B5:54:12:4B,,[WPA2_PSK],2025-5-6 12:0:10,3,-88,30.4369621,-97.6843567,231.50,1.50,WIFI
80:69:1A:32:1B:DD,king's LANding,[WPA2_PSK],2025-5-6 12:0:11,4,-82,30.4368591,-97.6842651,231.20,1.50,WIFI
74:B6:B6:FA:0A:A3,,[WPA3_PSK],2025-5-6 12:0:13,6,-75,30.4366646,-97.6840668,230.30,1.50,WIFI
74:B6:B6:FA:0A:A7,,[OPEN],2025-5-6 12:0:13,6,-76,30.4366646,-97.6840668,230.30,1.50,WIFI
74:B6:B6:FA:27:C5,bbqsauce,[WPA2_PSK],2025-5-6 12:0:13,6,-79,30.4366646,-97.6840668,230.30,1.50,WIFI
74:B6:B6:FA:0A:A5,bbqsauce,[WPA2_PSK],2025-5-6 12:0:13,6,-81,30.4366646,-97.6840668,230.30,1.50,WIFI
90:CA:FA:61:F0:67,Little Brother,[WPA2_PSK],2025-5-6 12:0:13,6,-84,30.4366646,-97.6840668,230.30,1.50,WIFI
22:0C:7A:CA:8A:96,,[WPA2_PSK],2025-5-6 12:0:13,6,-88,30.4366646,-97.6840668,230.30,1.50,WIFI
1C:5F:2B:0B:1F:C4,StateFarm24,[WPA_WPA2_PSK],2025-5-6 12:0:17,10,-90,30.4363289,-97.6836395,229.40,1.50,WIFI
78:29:ED:D4:10:01,MySpectrumWiFi03-2G,[WPA2_PSK],2025-5-6 12:0:18,11,-69,30.4362564,-97.6835403,229.50,1.50,WIFI
10:C4:CA:D7:98:14,2WIRE857,[WPA2_PSK],2025-5-6 12:0:18,11,-78,30.4362564,-97.6835403,229.50,1.50,WIFI
B0:FC:88:17:55:BF,Megenagna-Mart-Cafe,[WPA2_PSK],2025-5-6 12:0:18,11,-79,30.4362564,-97.6835403,229.50,1.50,WIFI
38:35:FB:E4:86:76,MySpectrumWiFi70-2G,[WPA2_PSK],2025-5-6 12:0:18,11,-86,30.4362564,-97.6835403,229.50,1.50,WIFI
14:7D:05:E8:71:83,SpectrumSetup-81,[WPA2_PSK],2025-5-6 12:0:21,1,-74,30.4360714,-97.6833038,229.80,1.50,WIFI
90:CA:FA:4F:87:4B,searching…,[WPA2_PSK],2025-5-6 12:0:21,1,-80,30.4360714,-97.6833038,229.80,1.50,WIFI
78:61:7C:82:CE:86,Ashli15,[WPA2_PSK],2025-5-6 12:0:21,1,-83,30.4360714,-97.6833038,229.80,1.50,WIFI
44:AD:B1:49:2F:46,Strongfam07,[WPA2_PSK],2025-5-6 12:0:21,1,-83,30.4360714,-97.6833038,229.80,1.50,WIFI
24:E5:0F:5F:D3:BE,searching…,[WPA2_PSK],2025-5-6 12:0:21,1,-84,30.4360714,-97.6833038,229.80,1.50,WIFI
62:7F:F0:0D:8B:77,WBCC-Tech ,[WPA2_WPA3_PSK],2025-5-6 12:0:23,3,-81,30.4359875,-97.6831741,229.90,1.50,WIFI
B2:6E:84:8B:27:FE,,[WPA2_PSK],2025-5-6 12:0:23,3,-83,30.4359875,-97.6831741,229.90,1.50,WIFI
2C:FD:A1:C9:F9:98,CrawfishShack,[WPA2_PSK],2025-5-6 12:0:23,3,-93,30.4359875,-97.6831741,229.90,1.50,WIFI
EC:C3:02:53:73:C4,ATTwpSWykW,[WPA2_PSK],2025-5-6 12:0:26,6,-75,30.4358959,-97.6830978,229.70,1.50,WIFI
DA:B3:70:A5:08:E1,,[WPA2_PSK],2025-5-6 12:0:26,6,-89,30.4358959,-97.6830978,229.70,1.50,WIFI
88:DE:7C:EB:04:E9,SpectrumSetup-EB,[WPA2_PSK],2025-5-6 12:0:31,11,-76,30.4357204,-97.6831818,229.40,1.50,WIFI
24:E5:0F:D1:31:28,reedexpress,[WPA2_PSK],2025-5-6 12:0:31,11,-83,30.4357204,-97.6831818,229.40,1.50,WIFI
7C:DB:98:77:3D:04,MySpectrumWiFi06-2G,[WPA2_PSK],2025-5-6 12:0:31,11,-86,30.4357204,-97.6831818,229.40,1.50,WIFI
5C:35:FC:08:3A:A9,SpookyHouse,[WPA2_PSK],2025-5-6 12:0:31,11,-91,30.4357204,-97.6831818,229.40,1.50,WIFI
E0:CB:BC:92:73:7D,About Your Car’s Warranty,[WPA2_PSK],2025-5-6 12:0:34,1,-78,30.4356041,-97.6831436,229.30,1.50,WIFI
DE:CB:BC:92:73:7D,,[WPA2_PSK],2025-5-6 12:0:34,1,-78,30.4356041,-97.6831436,229.30,1.50,WIFI
A8:9A:93:90:02:3E,MySpectrumWiFi38-2G,[WPA2_PSK],2025-5-6 12:0:34,1,-81,30.4356041,-97.6831436,229.30,1.50,WIFI
F4:69:42:5E:34:3D,SpectrumSetup-3F,[WPA2_PSK],2025-5-6 12:0:34,1,-82,30.4356041,-97.6831436,229.30,1.50,WIFI
AE:6E:84:8B:2B:4A,SOS_Wells_Branch_Guest,[WPA2_PSK],2025-5-6 12:0:36,3,-77,30.4355354,-97.6831131,229.30,1.50,WIFI
A8:6E:84:8B:2B:4A,SOS_Wells_Branch,[WPA2_PSK],2025-5-6 12:0:36,3,-78,30.4355354,-97.6831131,229.30,1.50,WIFI
AE:6E:84:8B:27:FE,SOS_Wells_Branch_Guest,[WPA2_PSK],2025-5-6 12:0:36,3,-78,30.4355354,-97.6831131,229.30,1.50,WIFI
C8:9E:43:48:34:9E,NETGEAR29,[WPA2_PSK],2025-5-6 12:0:37,4,-83,30.4354992,-97.6831131,229.20,1.50,WIFI
DA:B3:70:95:08:E1,Centex-Guest,[WPA2_PSK],2025-5-6 12:0:39,6,-75,30.4354362,-97.6831436,229.20,1.50,WIFI
D8:B3:70:F5:08:E1,Centex,[WPA2_PSK],2025-5-6 12:0:39,6,-76,30.4354362,-97.6831436,229.20,1.50,WIFI
AA:B1:3B:F9:2A:81,DIRECT-81-HP OfficeJet Pro 9020,[WPA2_PSK],2025-5-6 12:0:44,11,-72,30.4352722,-97.6832581,229.20,1.50,WIFI
A8:B1:3B:19:D0:0C,DIRECT-0B-HP OfficeJet Pro 6970,[WPA2_PSK],2025-5-6 12:0:44,11,-74,30.4352722,-97.6832581,229.20,1.50,WIFI
10:DA:43:5D:5E:D1,ATT-WIFI-0691,[WPA2_PSK],2025-5-6 12:0:44,11,-80,30.4352722,-97.6832581,229.20,1.50,WIFI
44:65:7F:B3:B7:7D,JME Services,[WPA_WPA2_PSK],2025-5-6 12:0:44,11,-93,30.4352722,-97.6832581,229.20,1.50,WIFI
D8:B3:70:F4:BB:09,Centex,[WPA2_PSK],2025-5-6 12:0:47,1,-66,30.4351673,-97.6833191,229.30,1.50,WIFI
DA:B3:70:94:BB:09,Centex-Guest,[WPA2_PSK],2025-5-6 12:0:47,1,-71,30.4351673,-97.6833191,229.30,1.50,WIFI
48:E2:AD:BE:CE:F4,sos_RBT,[WPA2_PSK],2025-5-6 12:0:47,1,-74,30.4351673,-97.6833191,229.30,1.50,WIFI
DA:B3:70:A4:BB:09,,[WPA2_PSK],2025-5-6 12:0:47,1,-74,30.4351673,-97.6833191,229.30,1.50,WIFI
A8:6E:84:8B:27:FE,SOS_Wells_Branch,[WPA2_PSK],2025-5-6 12:0:49,3,-53,30.4351139,-97.6833572,229.30,1.50,WIFI
AE:6E:84:8B:24:52,SOS_Wells_Branch_Guest,[WPA2_PSK],2025-5-6 12:0:49,3,-64,30.4351139,-97.6833572,229.30,1.50,WIFI
C8:B4:22:45:76:45,MySpectrumWiFi47-2G,[WPA2_PSK],2025-5-6 12:0:52,6,-77,30.4350681,-97.6833878,229.40,1.50,WIFI
D8:B3:70:F4:2B:61,Centex,[WPA2_PSK],2025-5-6 12:0:52,6,-80,30.4350681,-97.6833878,229.40,1.50,WIFI
34:49:5B:CB:85:66,LaCarls,[WPA2_PSK],2025-5-6 12:0:57,11,-54,30.4349289,-97.6834717,229.30,1.50,WIFI
DE:CB:BC:92:73:A5,,[WPA2_PSK],2025-5-6 12:0:57,11,-74,30.4349289,-97.6834717,229.30,1.50,WIFI
E0:CB:BC:92:73:A5,About Your Car’s Warranty,[WPA2_PSK],2025-5-6 12:0:57,11,-75,30.4349289,-97.6834717,229.30,1.50,WIFI
B2:6E:84:8B:24:52,,[WPA2_PSK],2025-5-6 12:1:2,3,-80,30.4347591,-97.6835861,229.50,1.50,WIFI
D2:21:F9:19:DD:8E,IoTURface,[WPA2_PSK],2025-5-6 12:1:5,6,-73,30.4346638,-97.6836319,229.60,1.50,WIFI
D2:21:F9:29:DD:8E,,[WPA2_PSK],2025-5-6 12:1:5,6,-74,30.4346638,-97.6836319,229.60,1.50,WIFI
D0:21:F9:79:DD:8E,DropItLikeItsHotspot,[WPA2_WPA3_PSK],2025-5-6 12:1:5,6,-75,30.4346638,-97.6836319,229.60,1.50,WIFI
92:32:4B:69:B6:A2,DIRECT-a2-HP M281 LaserJet,[WPA2_PSK],2025-5-6 12:1:5,6,-77,30.4346638,-97.6836319,229.60,1.50,WIFI
D8:A7:56:6C:F1:D6,MySpectrumWiFid0-2G,[WPA2_PSK],2025-5-6 12:1:10,11,-46,30.4345474,-97.6835175,229.10,1.50,WIFI
A4:11:62:35:46:53,f75a8121084823964b11daefe6e8ffde,[WPA2_PSK],2025-5-6 12:1:10,11,-74,30.4345474,-97.6835175,229.10,1.50,WIFI
98:1E:19:20:CB:96,MySpectrumWiFi90-2G,[WPA2_PSK],2025-5-6 12:1:10,11,-80,30.4345474,-97.6835175,229.10,1.50,WIFI
8A:15:04:99:39:2F,,[WEP],2025-5-6 12:1:10,11,-86,30.4345474,-97.6835175,229.10,1.50,WIFI
30:E1:71:D2:F6:0F,DIRECT-0B-HP OfficeJet Pro 8710,[WPA2_PSK],2025-5-6 12:1:13,1,-83,30.4344940,-97.6834030,229.10,1.50,WIFI
00:1E:C0:43:C4:2C,XR16-43-C4-2C,[OPEN],2025-5-6 12:1:13,1,-84,30.4344940,-97.6834030,229.10,1.50,WIFI
A8:9A:93:A3:E1:1E,MySpectrumWiFi18-2G,[WPA2_PSK],2025-5-6 12:1:13,1,-85,30.4344940,-97.6834030,229.10,1.50,WIFI
88:DE:7C:79:F8:39,YeseniaLuis,[WPA2_PSK],2025-5-6 12:1:13,1,-88,30.4344940,-97.6834030,229.10,1.50,WIFI
A4:D8:CA:10:6B:C1,Tepes,[WPA_WPA2_PSK],2025-5-6 12:1:16,4,-83,30.4344444,-97.6832962,229.10,1.50,WIFI
A4:D8:CA:10:6B:C2,,[WPA2_PSK],2025-5-6 12:1:16,4,-86,30.4344444,-97.6832962,229.10,1.50,WIFI
40:E1:E4:26:B8:74,Wells Branch Kumon,[WPA2_PSK],2025-5-6 12:1:17,5,-79,30.4344311,-97.6832733,229.10,1.50,WIFI
40:E1:E4:26:B8:75,Kumon_Guest,[WPA2_PSK],2025-5-6 12:1:17,5,-82,30.4344311,-97.6832733,229.10,1.50,WIFI
08:7B:12:52:3D:E2,SpectrumSetup-DC,[WPA2_PSK],2025-5-6 12:1:18,6,-73,30.4344234,-97.6832504,229.10,1.50,WIFI
B2:81:84:95:15:84,,[WPA2_PSK],2025-5-6 12:1:23,11,-31,30.4343796,-97.6831665,229.10,1.50,WIFI
14:7D:05:4B:C8:AB,Radio Systems Corp,[WPA2_PSK],2025-5-6 12:1:23,11,-68,30.4343796,-97.6831665,229.10,1.50,WIFI
84:18:3A:62:C7:F3,Recover.Me-22C7F0,[WPA2_PSK],2025-5-6 12:1:26,1,-60,30.4343395,-97.6830902,229.00,1.50,WIFI
38:35:FB:EB:5B:8E,MySpectrumWiFi88-2G,[WPA2_PSK],2025-5-6 12:1:26,1,-66,30.4343395,-97.6830902,229.00,1.50,WIFI
18:A5:FF:80:B4:90,TMOBILE-B48E,[WPA2_WPA3_PSK],2025-5-6 12:1:31,6,-73,30.4342842,-97.6829605,229.00,1.50,WIFI
44:D4:53:79:B2:E6,SpectrumSetup-E0,[WPA2_PSK],2025-5-6 12:1:31,6,-81,30.4342842,-97.6829605,229.00,1.50,WIFI
48:41:7B:0A:BD:84,Spaghetti house,[WPA2_PSK],2025-5-6 12:1:31,6,-85,30.4342842,-97.6829605,229.00,1.50,WIFI
50:91:E3:A8:F0:E2,OnlyClouds,[WPA2_PSK],2025-5-6 12:1:34,9,-85,30.4342995,-97.6829071,228.80,1.50,WIFI
40:70:09:AB:74:00,ACALAB2,[WPA2_PSK],2025-5-6 12:1:36,11,-84,30.4343281,-97.6828690,228.70,1.50,WIFI
00:1A:DD:2E:4B:E4,Wells Branch Kumon,[WPA_WPA2_PSK],2025-5-6 12:1:42,4,-79,30.4344921,-97.6827621,228.40,1.50,WIFI
E2:73:E7:22:74:2D,DIRECT-2D-HP 3001dw LJ,[WPA2_PSK],2025-5-6 12:1:44,6,-74,30.4345551,-97.6827164,228.20,1.50,WIFI
1C:B0:44:BD:1C:FA,MySpectrumWiFiFC-2G,[WPA2_PSK],2025-5-6 12:1:44,6,-75,30.4345551,-97.6827164,228.20,1.50,WIFI
B0:FC:88:5A:A8:80,SpectrumSetup-7A,[WPA2_PSK],2025-5-6 12:1:44,6,-77,30.4345551,-97.6827164,228.20,1.50,WIFI
F8:AA:3F:D0:E1:33,SpectrumSetup-31,[WPA2_PSK],2025-5-6 12:1:44,6,-78,30.4345551,-97.6827164,228.20,1.50,WIFI
44:AD:B1:43:17:46,SpectrumSetup-40,[WPA2_PSK],2025-5-6 12:1:44,6,-79,30.4345551,-97.6827164,228.20,1.50,WIFI
EC:C3:02:30:80:64,ATTwMmA6Ut,[WPA2_PSK],2025-5-6 12:1:44,6,-82,30.4345551,-97.6827164,228.20,1.50,WIFI
8A:15:04:99:39:21,,[WPA2_PSK],2025-5-6 12:1:49,11,-67,30.4347286,-97.6826096,227.50,1.50,WIFI
8A:15:04:99:39:22,,[WPA2_PSK],2025-5-6 12:1:49,11,-67,30.4347286,-97.6826096,227.50,1.50,WIFI
8A:15:04:99:39:23,,[OPEN],2025-5-6 12:1:49,11,-67,30.4347286,-97.6826096,227.50,1.50,WIFI
8A:15:04:99:39:26,,[WPA2_PSK],2025-5-6 12:1:49,11,-68,30.4347286,-97.6826096,227.50,1.50,WIFI
94:A6:7E:8E:34:67,NETGEAR53,[WPA2_PSK],2025-5-6 12:1:49,11,-74,30.4347286,-97.6826096,227.50,1.50,WIFI
80:78:71:06:67:DC,SpectrumSetup-DE,[WPA2_PSK],2025-5-6 12:1:49,11,-75,30.4347286,-97.6826096,227.50,1.50,WIFI
18:E8:29:57:10:E3,SSWIFI,[WPA2_PSK],2025-5-6 12:1:49,11,-83,30.4347286,-97.6826096,227.50,1.50,WIFI
A6:36:C7:7D:2B:0C,,[WPA2_PSK],2025-5-6 12:1:49,11,-91,30.4347286,-97.6826096,227.50,1.50,WIFI
82:2A:A8:94:4C:8F,WebbDDS Guest,[WPA2_PSK],2025-5-6 12:1:52,1,-63,30.4348354,-97.6825409,226.80,1.50,WIFI
F4:05:95:97:68:57,LinoSaryElias,[WPA2_PSK],2025-5-6 12:1:52,1,-75,30.4348354,-97.6825409,226.80,1.50,WIFI
90:1A:CA:6E:15:70,DG1670A72,[WPA2_PSK],2025-5-6 12:1:52,1,-75,30.4348354,-97.6825409,226.80,1.50,WIFI
B0:FC:88:4A:75:78,SpectrumSetup-72,[WPA2_PSK],2025-5-6 12:1:52,1,-76,30.4348354,-97.6825409,226.80,1.50,WIFI
F4:69:42:12:23:A9,SpectrumSetup-AB,[WPA2_PSK],2025-5-6 12:1:52,1,-78,30.4348354,-97.6825409,226.80,1.50,WIFI
64:67:72:EC:48:7F,SpectrumSetup-7D,[WPA2_PSK],2025-5-6 12:1:52,1,-89,30.4348354,-97.6825409,226.80,1.50,WIFI
48:41:7B:2D:44:44,Sammieann,[WPA2_PSK],2025-5-6 12:1:57,6,-77,30.4350147,-97.6824188,226.30,1.50,WIFI
76:83:C2:BD:A8:4D,,[WPA2_PSK],2025-5-6 12:1:57,6,-84,30.4350147,-97.6824188,226.30,1.50,WIFI
